testID,i_YY53,i_OX84,i_WZ23,i_PI79,i_FE86,i_MT80,i_JM82,i_AF64,i_YJ65,i_GI11,i_TW37,i_JF49,i_FO48,i_VN88,i_TJ68,i_QZ64,i_XA12,i_HB29,i_OI90
344,1,3,1,1,1,2,1,0,2,1,1,2,1,1,0,0,1,2,1
345,2,2,1,0,2,2,1,1,2,1,1,2,1,0,1,0,1,1,0
346,0,1,1,1,1,2,0,1,1,1,0,2,0,0,0,1,0,0,0
347,2,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
348,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1
349,1,2,0,1,0,2,2,1,1,1,1,1,1,0,1,1,0,0,0
350,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,0
351,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
352,1,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,0,1,1
353,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
354,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1
355,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
356,2,2,0,1,0,1,1,1,2,0,1,1,1,2,0,1,1,2,0
357,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
358,0,1,1,1,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1
359,2,2,1,2,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0
360,2,2,1,1,0,2,0,1,1,1,0,1,1,2,1,1,0,1,1
361,1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
362,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
363,1,2,1,1,2,2,1,1,1,1,1,2,1,0,1,1,1,1,1
364,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
365,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
366,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
367,2,1,1,0,2,2,0,1,1,1,1,1,0,1,1,0,0,0,0
368,0,3,1,1,2,1,1,1,2,0,0,1,1,1,1,1,1,0,1
369,2,3,1,2,1,2,3,0,2,1,0,1,1,2,1,1,1,2,1
370,2,2,1,2,2,2,2,1,2,1,1,1,1,2,0,1,1,2,1
371,1,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
372,1,1,0,2,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0
373,1,2,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1
374,1,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0
375,2,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1
376,2,2,1,1,0,2,2,1,1,1,0,0,1,2,0,1,1,1,1
377,1,1,0,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,1
378,1,0,1,1,0,1,0,1,2,1,0,1,1,1,0,0,0,0,0
379,2,2,1,2,1,1,4,1,1,0,1,0,1,1,1,1,1,2,0
380,2,2,1,2,1,2,1,1,2,0,0,2,0,0,0,1,0,2,1
381,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
382,1,2,1,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,1
383,0,2,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
384,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0
385,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
386,2,2,1,1,2,2,3,1,1,1,1,1,0,2,0,1,1,2,1
387,2,2,1,2,2,1,5,0,0,1,1,2,1,1,0,1,0,2,1
388,1,2,1,1,2,2,1,0,0,1,1,0,1,0,1,0,0,0,0
389,1,2,1,1,2,2,2,1,1,0,1,1,1,0,1,1,0,0,0
390,2,2,0,1,1,0,0,1,0,1,1,2,1,1,0,0,0,0,1
391,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
392,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1
393,1,2,1,1,1,2,0,1,2,1,1,1,1,2,1,1,1,1,1
394,2,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
395,2,3,1,2,2,2,5,1,2,1,1,2,1,2,1,1,1,2,1
396,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1
397,2,3,1,2,2,2,5,1,2,1,1,2,1,2,2,1,1,2,1
398,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1
399,1,2,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1
400,1,2,1,2,1,1,1,0,1,0,0,1,1,2,1,0,0,0,1
401,2,1,0,1,0,2,1,1,1,1,1,1,1,1,1,0,0,2,1
402,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
403,1,2,1,1,1,2,1,1,1,1,1,1,0,2,0,1,1,0,1
404,2,2,1,1,2,2,1,1,1,1,1,0,1,2,1,1,0,2,0
405,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
406,1,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1
407,1,2,0,1,0,2,0,1,1,1,0,1,1,0,1,0,1,1,0
408,2,2,1,1,1,1,2,1,0,1,1,1,1,0,0,1,1,2,1
409,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0
410,1,3,1,1,1,2,4,1,1,1,1,2,1,0,1,1,1,2,1
411,2,0,1,1,2,1,1,1,2,1,1,1,0,1,1,0,1,1,1
412,1,0,1,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0
413,2,1,1,0,2,2,1,0,1,1,1,1,1,1,1,0,1,0,1
414,1,2,1,1,1,2,1,1,0,0,1,2,1,1,0,1,0,1,0
415,0,0,0,2,1,1,1,1,1,0,0,1,1,2,0,0,1,0,1
416,2,3,1,1,2,2,3,1,1,1,1,1,1,1,0,1,1,2,1
417,1,1,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0
418,1,1,1,1,2,0,3,1,1,0,0,1,0,0,2,1,0,1,1
419,1,3,1,2,1,2,2,1,0,1,1,1,1,2,1,1,1,0,1
420,1,2,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
421,2,3,1,1,2,0,2,1,2,1,1,0,0,1,1,0,1,2,1
422,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0
423,0,2,1,1,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
424,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,2,0
425,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
426,2,1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,0,1,1
427,2,3,1,2,2,1,2,1,2,1,1,2,1,2,1,1,0,0,1
428,2,2,1,1,1,2,1,1,1,0,1,2,1,1,1,0,1,0,0
429,1,2,1,2,2,2,1,1,1,1,1,2,1,2,0,0,0,2,1
430,1,2,1,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0
431,0,1,1,1,1,1,0,1,2,0,1,0,1,1,0,0,1,1,1
432,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
433,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
434,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
435,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
436,1,2,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0,2,1
437,2,2,1,1,1,1,2,0,1,0,0,1,1,2,1,1,0,1,0
438,1,2,1,1,2,2,2,1,1,1,1,0,1,1,0,0,1,0,1
439,1,2,1,1,1,1,1,1,1,1,0,2,0,1,1,1,0,0,0
440,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,2,1,1,0,1,2,0,1,1,1,1,1,1,0,1,1,1,1,0
442,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
443,2,2,1,1,2,2,4,1,1,1,1,2,1,1,1,1,1,2,1
444,2,3,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1
445,2,3,1,1,2,2,2,0,1,1,1,1,1,1,0,1,1,0,1
446,1,1,1,1,1,2,0,1,2,1,0,1,0,0,1,1,0,0,1
447,2,2,0,1,1,2,0,1,0,1,0,1,1,0,1,0,0,0,0
448,2,2,1,1,2,2,1,1,0,1,1,0,1,0,1,1,0,1,0
449,2,2,1,1,1,0,2,1,1,1,1,0,1,2,1,1,1,0,1
450,1,2,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
451,0,2,1,1,2,1,1,1,2,1,0,1,1,0,1,1,1,0,1
452,2,2,1,1,1,1,2,1,1,1,1,0,0,2,1,1,0,0,1
453,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
454,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
455,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
456,1,1,1,1,2,2,2,1,0,1,1,1,1,0,2,1,0,0,1
457,2,2,1,0,2,2,1,1,1,0,1,1,1,1,1,1,1,0,0
458,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
459,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
460,2,2,1,2,2,0,4,1,1,1,1,1,1,2,1,1,1,2,1
461,2,2,1,2,2,2,1,1,1,0,0,2,1,1,1,0,0,0,1
462,2,1,1,0,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0
463,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
464,2,2,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
465,0,2,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
466,1,2,0,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,0
467,0,2,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1
468,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
469,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1
470,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,2,1
471,2,3,1,1,1,2,3,0,2,1,0,2,1,2,0,1,1,2,1
472,2,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
473,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
474,0,1,1,1,1,0,0,1,1,0,0,0,0,0,2,1,1,0,1
475,0,0,0,0,2,1,0,0,1,1,1,0,0,2,0,0,0,0,0
476,0,1,0,1,2,0,0,1,1,0,0,0,1,1,1,0,0,0,1
477,1,2,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
478,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0
479,2,2,1,1,0,2,4,1,2,1,1,2,0,2,1,1,1,2,1
480,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
481,1,1,1,1,2,2,2,1,2,1,1,2,0,1,1,1,1,2,0
482,2,1,1,1,0,1,0,1,1,1,1,1,0,2,0,1,1,0,1
483,2,2,1,1,1,0,1,0,1,1,1,2,1,1,0,1,1,2,0
484,2,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0
485,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
486,1,1,1,1,2,1,1,1,0,0,1,1,0,1,1,0,0,0,1
487,0,1,1,1,1,2,1,1,0,1,1,1,0,0,2,0,1,1,1
488,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
489,2,2,1,2,1,2,1,1,1,0,1,2,0,2,0,1,0,2,1
490,1,2,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
491,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,0,2,1
492,1,0,0,1,0,1,1,1,2,0,1,1,1,0,1,0,1,0,0
493,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
494,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
495,1,2,0,1,2,2,0,1,1,1,0,0,0,1,1,1,0,1,0
496,1,2,1,1,1,2,2,1,2,0,1,2,1,1,1,1,1,0,1
497,1,0,1,1,0,0,2,1,2,1,1,2,0,1,1,0,0,0,0
498,0,2,1,1,1,2,0,1,0,1,1,1,1,1,1,1,0,2,1
499,2,2,1,1,1,1,1,1,2,0,1,1,1,2,1,0,0,0,0
500,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0
501,0,2,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0
502,2,0,0,2,2,1,3,1,1,1,1,1,0,1,1,0,1,0,0
503,1,2,0,1,1,1,2,1,1,1,1,2,1,1,1,0,0,0,0
504,0,1,0,1,2,1,0,0,0,0,0,2,1,0,1,1,0,0,1
505,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
506,2,2,0,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,1
507,1,0,1,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1
508,1,3,1,2,1,2,2,1,0,1,1,1,0,1,1,0,0,2,1
509,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
510,1,2,1,2,2,2,4,1,0,1,1,1,1,2,1,1,1,2,0
511,1,1,1,0,2,0,1,0,1,1,1,0,1,0,0,1,0,0,0
512,1,1,1,0,1,2,1,0,0,0,0,1,0,1,1,1,0,1,0
513,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1
514,1,2,1,2,2,2,1,0,0,1,1,1,0,2,1,1,0,1,0
515,2,3,1,2,2,2,1,1,2,1,1,0,0,1,1,0,1,1,1
516,2,1,1,0,2,0,0,1,0,1,1,0,1,0,1,1,0,1,1
517,1,2,1,0,1,1,1,1,0,1,1,2,1,1,0,0,0,1,1
518,1,1,1,1,1,1,0,1,0,1,1,1,0,2,2,1,1,2,0
519,0,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
520,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
521,2,3,1,2,0,2,3,1,1,1,1,2,1,2,1,1,1,2,0
522,2,3,1,1,2,2,5,1,1,1,1,2,1,2,1,1,1,2,1
523,2,1,0,1,1,0,2,0,1,1,1,1,0,0,1,1,0,0,0
524,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
525,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
526,2,2,1,2,1,1,2,1,1,1,0,2,1,1,1,1,0,2,0
527,1,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
528,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,2,1
529,1,2,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0
530,2,2,1,2,2,2,0,1,0,1,1,2,1,1,2,0,1,1,1
531,2,2,1,2,2,1,4,1,1,1,1,1,1,2,0,0,1,2,1
532,1,2,1,2,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1
533,1,2,1,1,2,0,1,1,2,1,1,0,1,1,0,0,1,0,0
534,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0
535,0,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,0,0,0
536,1,2,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0
537,1,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,1
538,1,2,1,1,0,0,1,1,2,1,0,1,0,0,1,0,0,0,1
539,2,3,1,2,1,0,1,1,1,1,0,0,1,1,1,1,1,2,0
540,2,2,1,1,2,2,0,0,0,1,1,1,0,1,1,1,1,0,1
541,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
542,2,3,1,1,2,1,2,1,2,1,0,2,1,1,1,1,0,2,1
543,2,2,1,1,2,1,2,0,1,1,1,1,1,2,1,0,1,2,1
544,1,2,1,1,2,2,1,1,0,1,0,1,1,1,1,1,0,0,1
545,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
546,2,2,0,1,2,2,1,1,1,1,1,0,0,0,1,1,1,0,0
547,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,2,2,1,2,0,2,0,1,1,1,1,0,1,2,1,1,0,2,0
549,2,2,1,1,1,2,3,1,1,1,1,1,1,2,1,1,0,2,1
550,2,2,1,2,2,2,1,1,0,1,1,1,1,1,1,1,0,2,1
551,0,1,0,1,1,0,0,1,0,0,0,1,1,2,1,0,0,0,1
552,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
553,1,0,1,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0
554,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
555,2,2,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,0
556,2,3,1,1,1,0,1,1,1,1,0,1,1,2,1,1,1,2,1
557,2,2,1,2,2,2,3,1,0,1,1,2,1,2,0,0,1,1,0
558,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0
559,2,2,0,2,1,2,1,1,0,1,0,0,1,1,1,1,0,1,1
560,1,1,1,1,1,2,0,1,0,1,1,1,0,1,1,0,1,1,1
561,2,2,1,1,1,2,2,0,1,0,1,0,1,2,1,1,1,0,0
562,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
563,0,0,1,1,0,1,1,1,1,1,1,2,1,0,0,1,1,1,0
564,2,2,1,2,2,1,3,1,0,1,1,0,1,2,1,1,1,0,1
565,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2,1,0,0,1
566,2,2,1,0,2,2,1,0,0,0,1,0,0,1,1,0,0,1,1
567,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
568,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
569,2,3,1,1,2,2,1,1,1,1,1,0,1,2,0,1,1,1,0
570,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
571,2,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,2,0
572,2,3,1,2,2,2,4,1,2,1,1,2,1,1,1,1,1,2,1
573,2,1,1,2,1,2,0,0,1,1,1,0,1,2,2,1,0,2,1
574,2,2,1,1,1,0,2,1,2,1,0,2,0,1,0,1,1,1,1
575,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
576,2,3,1,1,2,1,2,1,2,1,1,2,1,2,1,1,0,2,0
577,2,2,1,1,2,1,3,1,1,1,0,1,0,2,1,1,0,2,1
578,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
579,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
580,1,2,1,1,2,2,1,1,1,0,1,2,0,0,0,0,0,0,0
581,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
582,1,3,1,1,2,2,4,1,1,1,0,2,1,2,1,1,1,2,1
583,1,0,1,0,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1
584,2,2,1,1,2,2,5,1,2,1,1,2,1,2,2,1,1,2,1
585,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
586,2,2,1,1,1,0,1,0,1,0,1,1,1,2,0,0,0,1,1
587,2,2,1,1,1,1,2,1,1,0,1,1,1,0,1,1,0,0,0
588,2,3,1,2,2,2,4,1,2,1,0,2,1,1,1,1,1,2,0
589,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
590,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0
591,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1
592,2,3,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,0
593,2,3,1,1,2,2,3,1,0,1,1,2,1,1,1,1,1,2,0
594,2,3,1,1,2,2,1,1,2,1,1,2,1,1,0,1,1,2,1
595,2,2,1,2,1,2,2,0,1,1,1,0,0,1,1,1,0,0,0
596,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
597,1,2,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1
598,2,2,1,1,1,0,1,1,1,1,1,1,1,2,0,0,1,2,1
599,1,1,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0
600,2,2,1,1,1,2,1,1,2,1,1,2,1,0,1,0,1,2,1
601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
602,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
603,2,2,1,0,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1
604,2,2,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
605,1,2,1,1,1,2,1,1,0,1,1,1,1,0,1,1,0,1,1
606,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
607,2,2,1,2,2,2,2,1,1,1,1,0,1,1,0,1,1,1,0
608,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
609,2,2,1,1,0,2,1,1,2,1,1,0,1,2,1,0,1,1,1
610,2,2,1,1,2,2,0,1,1,0,1,1,1,1,0,1,0,0,1
611,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,0,1
612,2,2,1,2,2,1,1,0,1,1,0,2,1,2,0,1,1,2,0
613,1,2,1,1,2,0,0,1,0,1,0,1,1,1,1,1,1,2,1
614,2,2,1,1,2,1,3,0,1,0,1,1,1,2,0,0,1,1,0
615,2,0,0,2,1,1,2,0,1,1,0,1,0,2,1,1,1,1,0
616,2,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0
617,2,2,1,0,1,2,0,1,0,1,1,1,0,2,0,0,1,0,0
618,1,2,1,1,1,0,0,0,1,1,0,2,0,0,1,1,0,0,0
619,1,3,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,2,1
620,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,1,1,0,1
621,2,2,1,1,2,1,1,0,1,1,1,1,1,2,1,1,0,1,1
622,1,2,1,2,1,2,2,1,2,1,0,2,1,2,1,1,1,2,0
623,2,2,1,1,2,2,4,1,1,1,1,2,1,2,1,1,1,2,1
624,2,2,1,2,1,1,1,1,0,1,1,1,1,2,1,1,1,2,1
625,2,1,1,2,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
626,1,2,1,1,0,1,2,1,0,1,1,1,1,0,1,1,1,1,0
627,1,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0
628,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
629,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,2,2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
631,2,1,1,2,2,2,0,1,0,1,1,2,1,2,1,1,1,2,1
632,1,0,1,1,1,2,0,1,0,0,1,1,0,1,2,0,1,0,0
633,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
634,2,2,1,1,2,1,1,1,0,0,1,0,0,2,1,1,0,2,0
635,2,2,1,2,2,1,0,1,1,1,1,2,1,2,1,1,0,2,1
636,1,1,1,1,2,2,0,1,1,1,0,2,0,0,0,0,0,0,0
637,2,2,1,1,0,0,4,1,2,1,1,0,1,2,2,0,1,2,1
638,1,1,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,1,0
639,0,1,0,1,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0
640,2,3,1,0,2,0,0,0,2,1,1,2,0,1,1,1,0,1,1
641,1,2,1,1,1,0,1,1,1,1,1,2,0,0,1,0,1,1,1
642,1,2,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
643,2,2,1,1,2,0,1,1,0,1,1,0,0,1,1,1,1,2,1
644,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
645,2,0,1,1,2,1,1,1,0,0,1,1,1,2,1,1,1,0,0
646,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,0
647,1,1,1,0,1,0,0,1,1,1,1,0,1,2,1,1,0,0,0
648,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
649,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,0
650,1,1,1,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1
651,2,3,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,2,1
652,2,2,1,2,2,1,2,1,0,1,1,2,1,1,0,1,0,0,1
653,1,2,1,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0
654,2,3,1,1,1,2,2,1,1,1,1,0,0,1,2,1,1,2,1
655,2,1,1,1,2,2,0,1,2,0,0,2,1,1,0,0,1,1,0
656,0,2,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
657,1,2,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1
658,2,3,1,2,2,2,4,1,2,1,1,1,1,2,1,1,1,2,1
659,2,2,1,1,2,0,3,1,2,0,1,1,1,1,1,1,0,0,1
660,1,1,1,1,0,1,1,1,0,0,1,2,1,0,0,1,0,0,1
661,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
662,2,1,1,1,2,2,3,1,0,0,1,1,1,2,0,1,1,2,1
663,1,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0
664,1,1,0,1,2,2,1,0,1,1,0,0,1,0,1,0,1,0,0
665,2,2,1,0,1,1,2,0,0,1,1,1,1,0,0,1,1,0,0
666,1,2,1,1,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0
667,1,1,1,1,0,2,1,0,1,0,1,1,1,0,1,1,0,1,1
668,2,2,1,1,0,2,1,1,1,1,1,0,1,1,0,1,1,1,1
669,2,2,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1
670,2,3,1,1,2,1,2,1,1,1,1,1,1,2,1,0,0,1,1
671,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
672,1,1,1,0,2,1,1,0,0,1,1,1,1,1,1,1,0,1,0
673,1,1,1,2,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
674,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,0
675,0,1,0,1,1,0,0,1,1,1,0,1,0,2,1,1,0,1,0
676,2,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1
677,2,1,1,0,0,0,1,1,2,0,1,0,0,2,1,1,1,0,0
678,2,2,1,2,1,1,2,0,1,1,1,2,1,1,1,1,0,2,1
679,2,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1
680,2,2,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,2,0
681,1,2,1,2,2,0,1,1,0,0,1,1,1,0,0,0,1,1,1
682,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
683,1,0,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,2,1
684,1,2,1,1,1,2,1,1,1,0,1,0,0,0,1,1,0,0,0
685,2,1,1,1,2,2,0,1,1,1,1,2,0,0,0,1,0,2,0
686,1,1,1,1,2,1,2,0,0,1,1,0,1,1,1,0,1,2,1
687,2,2,1,2,2,2,1,1,1,0,1,1,1,2,1,1,1,2,1
688,2,1,0,1,1,2,1,1,1,1,1,2,1,0,1,1,0,0,1
689,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
